"","log2FoldChange","padj","Factor"
"ko:K02183",0.400358067612645,0.42576889625612,"Menthol_Menthol_vs_Control"
"ko:K02219",0.385693599939118,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02267",-0.933136648299213,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02437",0.130476902333579,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02503",-1.16055112437184,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02635",-0.0913173523959198,0.94863692767565,"Menthol_Menthol_vs_Control"
"ko:K02639",-1.59148503483629,0.908130598573273,"Menthol_Menthol_vs_Control"
"ko:K02703",0.684705449943934,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02705",0.734612009409418,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02706",-0.22290136913787,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02725",-1.17074408857448,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02726",0.234212504098872,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02728",-1.08828728401998,0.921503207146213,"Menthol_Menthol_vs_Control"
"ko:K02732",0.193600528629989,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02865",-0.301805496504073,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02866",-0.207556218614652,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02870",0.361754705299997,0.526021406889631,"Menthol_Menthol_vs_Control"
"ko:K02872",-0.820411690816604,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02873",0.433495643478952,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02877",1.09849986943624,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02880",-0.244838525918243,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02882",-0.210849267911889,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02885",-0.623074459985263,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02889",0.0749274832812332,0.958526457163771,"Menthol_Menthol_vs_Control"
"ko:K02896",-0.142787664532527,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02898",-0.599447563155168,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02901",-0.159605979211097,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02905",0.0657375732157791,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02908",0.702632896281008,0.857918221147526,"Menthol_Menthol_vs_Control"
"ko:K02910",0.397907449612132,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02915",-0.0605681476032761,0.96828918424963,"Menthol_Menthol_vs_Control"
"ko:K02918",-0.315208737421617,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02920",-0.222165877792581,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02923",-0.449549730002934,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02924",-0.547175156793923,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02929",-0.706983872186942,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02932",-0.13917436816027,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02936",-0.433899637106669,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02937",1.01253062462487,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02938",-0.48676986372572,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02941",-0.391082885842374,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02947",-0.338997265966482,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02949",0.360920876473996,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02951",0.613185839602931,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02953",0.63232365323539,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02955",0.112341475346947,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02958",0.223661737420426,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02962",-0.424437469129432,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02966",0.414059402124696,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02969",-1.00533847123148,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02973",0.967645425049026,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02975",-0.748418654450868,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02976",-1.49473112178467,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02978",-0.597165892406587,0.65712558561443,"Menthol_Menthol_vs_Control"
"ko:K02980",-1.16414752532541,0.483921912586616,"Menthol_Menthol_vs_Control"
"ko:K02983",0.513561349558647,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02984",0.837331736621501,0.700259875275912,"Menthol_Menthol_vs_Control"
"ko:K02985",-0.304687100092402,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02987",1.24891666371427,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02991",-0.10344038507128,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02992",-0.26324093314099,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K02993",-0.775255127116959,0.253339230500177,"Menthol_Menthol_vs_Control"
"ko:K02995",-0.0211799266367349,0.993596425257421,"Menthol_Menthol_vs_Control"
"ko:K03007",-0.357138258662233,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03008",0.748993663559741,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03031",0.206350383454719,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03083",0.0509027127797068,0.95313388835944,"Menthol_Menthol_vs_Control"
"ko:K03113",-0.312514321113421,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03231",0.626831113862293,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03232",-1.96253864084866,0.42576889625612,"Menthol_Menthol_vs_Control"
"ko:K03233",-0.299359695240679,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03234",0.868337155828703,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03236",-0.791019668225449,0.486507005481,"Menthol_Menthol_vs_Control"
"ko:K03246",0.337547924108327,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03247",-0.311365024854134,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03283",-0.34337068961186,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03521",0.196184034127094,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03522",-0.769419563837997,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03626",-0.0983624499211908,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03661",-1.49029471455508,0.908130598573273,"Menthol_Menthol_vs_Control"
"ko:K03872",0.385251396826453,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03873",0.00219089197162836,0.99871897453904,"Menthol_Menthol_vs_Control"
"ko:K03936",0.293724769748211,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K03942",-0.0145804167876469,0.99871897453904,"Menthol_Menthol_vs_Control"
"ko:K03943",0.80781678350872,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04043",0.655462078741577,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04079",-0.227189990301765,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04345",0.946223626706881,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04348",1.48797657105089,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04354",-2.06889971109143,0.0273217646284907,"Menthol_Menthol_vs_Control"
"ko:K04364",-0.263827352429388,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04369",-0.982131998778009,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04370",0.203504980495498,0.946535198709933,"Menthol_Menthol_vs_Control"
"ko:K04371",-0.387189172576443,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04393",-0.636728387562939,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04444",-1.1339871921959,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04456",-0.699872294710995,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04503",-0.183227767500396,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04536",-0.63827955716019,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04552",0.169485409185807,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04567",0.0507374371726959,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K04712",0.212866885065232,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K05754",-0.128282106981554,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K05755",0.713444559683471,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K05757",0.0570943741308048,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K05758",-0.728692570549506,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K05759",-0.762069816936152,0.483921912586616,"Menthol_Menthol_vs_Control"
"ko:K06685",0.347962819861866,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K06689",-0.163454888277007,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K06704",0.552177581829907,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07151",-0.206323286009849,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07192",-0.194668147346397,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07205",-0.885729292326235,0.680577720819677,"Menthol_Menthol_vs_Control"
"ko:K07342",-0.254578761014892,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07375",0.13534813425262,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07509",-0.0808925332275316,0.94863692767565,"Menthol_Menthol_vs_Control"
"ko:K07827",0.418933054050577,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07874",0.39541039621148,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07887",0.079093222790277,0.94863692767565,"Menthol_Menthol_vs_Control"
"ko:K07890",1.23502166816073,0.14709996208663,"Menthol_Menthol_vs_Control"
"ko:K07893",-0.399285538474967,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07901",-0.528796157402349,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07936",0.306267692087699,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K07937",0.0262037658585155,0.950672418391236,"Menthol_Menthol_vs_Control"
"ko:K07976",0.542912228589469,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K08056",-0.0865654954311313,0.987353116881958,"Menthol_Menthol_vs_Control"
"ko:K08548",0.137027242867701,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K08764",1.18179756023857,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K08870",-0.547263896978588,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K08957",0.924719761746833,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09022",-0.467778563519526,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09398",0.957571585715186,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09481",0.117008205336363,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09490",1.32210567678374,0.703556991747305,"Menthol_Menthol_vs_Control"
"ko:K09567",-1.28156550718187,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09568",0.731559100468466,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09569",1.60868787899175,0.35862447502251,"Menthol_Menthol_vs_Control"
"ko:K09580",0.0605641274389634,0.94863692767565,"Menthol_Menthol_vs_Control"
"ko:K09584",0.199911678587832,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K09595",-0.824662867439207,0.483921912586616,"Menthol_Menthol_vs_Control"
"ko:K10364",0.553397985270088,0.71430315962258,"Menthol_Menthol_vs_Control"
"ko:K10365",-0.154797307276542,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10418",0.384916897841504,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10419",0.273150975136043,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10420",0.0137640651057799,0.995763164896705,"Menthol_Menthol_vs_Control"
"ko:K10435",0.0746626784352483,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10573",0.903610990229797,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10575",-0.423801365184907,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10577",-0.839921113830147,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10580",0.0334734695829115,0.983533271439634,"Menthol_Menthol_vs_Control"
"ko:K10582",0.324157536474845,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10583",-0.995128555216659,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10688",-1.359121813144,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10704",0.153741836510501,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K10949",0.0576679073554145,0.976356109196338,"Menthol_Menthol_vs_Control"
"ko:K10956",0.873656575411927,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11087",-0.357341451449159,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11088",0.00957315050963501,0.99871897453904,"Menthol_Menthol_vs_Control"
"ko:K11099",0.684458605336583,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11130",0.908864111120192,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11188",-0.269883216416055,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11251",1.06803534874649,0.483921912586616,"Menthol_Menthol_vs_Control"
"ko:K11252",-0.082277295383672,0.946535198709933,"Menthol_Menthol_vs_Control"
"ko:K11254",0.0309247019925034,0.993596425257421,"Menthol_Menthol_vs_Control"
"ko:K11495",-0.766308365125143,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11584",0.303495268087283,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K11884",-0.222444881073984,0.946535198709933,"Menthol_Menthol_vs_Control"
"ko:K11980",-0.590193344519257,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12158",-0.0905998291220417,0.950672418391236,"Menthol_Menthol_vs_Control"
"ko:K12194",-0.125513752299781,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12197",-0.0750232525528223,0.950672418391236,"Menthol_Menthol_vs_Control"
"ko:K12198",-1.49896286928567,0.703556991747305,"Menthol_Menthol_vs_Control"
"ko:K12393",0.538105328940569,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12621",0.540366697211214,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12622",-0.734623405869167,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12623",0.147012399157316,0.950672418391236,"Menthol_Menthol_vs_Control"
"ko:K12757",-0.090412356992483,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12828",-0.0392774393200695,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12832",-0.126546404566396,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12833",-1.05038116112042,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12859",-0.0615479706499938,0.976356109196338,"Menthol_Menthol_vs_Control"
"ko:K12877",-0.371148655786821,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K12947",-0.654122219908943,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K13025",-0.153828159900218,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K13126",0.271543785465075,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K13176",-0.771379212603188,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K13251",0.165201483608753,0.950672418391236,"Menthol_Menthol_vs_Control"
"ko:K13758",0.802020358763417,0.908130598573273,"Menthol_Menthol_vs_Control"
"ko:K13785",-2.67295578841291,1.53696400252517e-05,"Menthol_Menthol_vs_Control"
"ko:K14397",-0.233240447887614,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K14753",-0.133856279954819,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K14803",-0.749647762464975,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K14965",-6.17694376788513,2.67849630205976e-10,"Menthol_Menthol_vs_Control"
"ko:K15025",0.0525278649394334,0.987353116881958,"Menthol_Menthol_vs_Control"
"ko:K15103",0.204391880162951,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K15620",-1.1230405155814,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K16186",1.62755824248785,0.146160504271227,"Menthol_Menthol_vs_Control"
"ko:K16197",-1.30032645496908,0.193870022478218,"Menthol_Menthol_vs_Control"
"ko:K16344",-1.25406308216364,0.526021406889631,"Menthol_Menthol_vs_Control"
"ko:K16575",-0.00904932234291837,0.99871897453904,"Menthol_Menthol_vs_Control"
"ko:K16794",-0.219539276204747,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17080",-0.298494787033786,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17081",-0.430276214356231,0.908130598573273,"Menthol_Menthol_vs_Control"
"ko:K17093",0.981793012672566,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17254",0.847031816462565,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17266",-0.982974225032352,0.483921912586616,"Menthol_Menthol_vs_Control"
"ko:K17268",0.338444761193252,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17497",-0.364386156427542,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17780",-0.776152869881595,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17795",0.831422498514731,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17918",-0.0921623218026321,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K17920",1.1188390225732,1.13836135803603e-06,"Menthol_Menthol_vs_Control"
"ko:K18269",-0.483710454344917,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K18466",-0.349372885983548,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K18617",0.579591951396954,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K19682",0.420592378812026,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K19765",0.0489057973221393,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K19788",1.81811162297993,0.857918221147526,"Menthol_Menthol_vs_Control"
"ko:K19931",-0.0453786330745231,0.958526457163771,"Menthol_Menthol_vs_Control"
"ko:K19932",-1.01033256631756,0.807387755658224,"Menthol_Menthol_vs_Control"
"ko:K20011",-0.125789101407985,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K20301",0.55212125819885,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K20302",0.0522250332214771,0.970717992651805,"Menthol_Menthol_vs_Control"
"ko:K20346",-1.11571010001456,0.82201060196718,"Menthol_Menthol_vs_Control"
"ko:K20347",-0.663050531381874,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K20350",-1.57287961741667,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K20352",0.0869677405554254,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K20369",0.605542993169366,0.0163208334404286,"Menthol_Menthol_vs_Control"
"ko:K20398",0.449577763147997,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K20399",-1.46857905844167,0.921503207146213,"Menthol_Menthol_vs_Control"
"ko:K20472",0.396065802638271,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K21870",-0.509281113435768,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K21891",-0.896035369426809,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K22069",0.575846515321838,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K22390",-0.411021794363333,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K22503",-0.352065438500139,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K22556",-2.51973924686407,0.483921912586616,"Menthol_Menthol_vs_Control"
"ko:K22939",-0.439438770111629,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K23034",-2.02590465465631,0.945108018371277,"Menthol_Menthol_vs_Control"
"ko:K000241",-0.985905697796973,0.519334762339516,"Vibrio_Vibrio_vs_Control"
"ko:K000311",-0.135115084147432,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K001281",-0.0680920062195664,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K001341",-0.917852392659853,0.578130265399151,"Vibrio_Vibrio_vs_Control"
"ko:K001401",1.18642961309632,0.345964441179692,"Vibrio_Vibrio_vs_Control"
"ko:K002071",-0.38520920004911,0.839072812907149,"Vibrio_Vibrio_vs_Control"
"ko:K002351",-0.964174212991023,0.182903584482914,"Vibrio_Vibrio_vs_Control"
"ko:K002491",-3.01348908528192,NA,"Vibrio_Vibrio_vs_Control"
"ko:K002621",-0.624519585442217,0.561644371917689,"Vibrio_Vibrio_vs_Control"
"ko:K003311",0.77441038317575,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K003331",-0.283975601422637,0.769348643622377,"Vibrio_Vibrio_vs_Control"
"ko:K003381",0.971995007616608,NA,"Vibrio_Vibrio_vs_Control"
"ko:K003571",-1.72157990127836,NA,"Vibrio_Vibrio_vs_Control"
"ko:K004111",-0.110978316982594,0.776361002638037,"Vibrio_Vibrio_vs_Control"
"ko:K004131",0.551258415028804,NA,"Vibrio_Vibrio_vs_Control"
"ko:K004561",-0.697036848991959,0.519334762339516,"Vibrio_Vibrio_vs_Control"
"ko:K004691",-0.553375696689678,0.0491961693544553,"Vibrio_Vibrio_vs_Control"
"ko:K005001",-0.187784170814635,0.865992476476006,"Vibrio_Vibrio_vs_Control"
"ko:K005221",-0.297305092376897,0.614959940726823,"Vibrio_Vibrio_vs_Control"
"ko:K005441",0.473378939439525,0.89128036904542,"Vibrio_Vibrio_vs_Control"
"ko:K006161",1.06572819735881,NA,"Vibrio_Vibrio_vs_Control"
"ko:K006431",1.44001568543334,2.85955745753627e-05,"Vibrio_Vibrio_vs_Control"
"ko:K007991",-1.03871686721584,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K008141",-0.481485931164673,NA,"Vibrio_Vibrio_vs_Control"
"ko:K008191",-0.117790843365218,0.861953362264444,"Vibrio_Vibrio_vs_Control"
"ko:K008561",1.34103826796467,0.288603667583729,"Vibrio_Vibrio_vs_Control"
"ko:K009331",-0.592785010294598,0.518285839737456,"Vibrio_Vibrio_vs_Control"
"ko:K009391",0.940470534602758,0.16031579875361,"Vibrio_Vibrio_vs_Control"
"ko:K009401",-0.758396979497657,0.550590284928179,"Vibrio_Vibrio_vs_Control"
"ko:K009671",0.443890802187107,0.0727577163545133,"Vibrio_Vibrio_vs_Control"
